Supporting Information for

Toward new solvents for EDLCs: From computational
screening to electrochemical validation

C. Schiitter,* T. Husch®, M. Korth>*, A. Balducci*:<*

@ University of Minster, MEET Battery Research Centre and Institute of Physical Chemistry, Corrensstr. 28/30, 48149 Minster (D)
> Ulm University, Institute for Theoretical Chemistry, Albert-Einstein-Allee 11, 89081 Ulm (D)
© Helmholtz Institute Ulm, Karlsruhe Institute of Technology, Helmholtzstrae 11, 89081 Ulm (D)

* Corresponding author e-mail: andrea.balducci@uni-muenster.de, martin.korth@uni-ulm.de

Contents:
1. SQM data set
2. DFT data set

1. SQM data set

ID HOMO/eV LUMO/eV n/cP Tb/K Tf/K Tm/K DeltaGsolv-Li-kcal/mol DeltaGsolv-pf6-kcal/mol
N2C10493 -11.057 0.382 3.22315 570.119 375.135 53.1 -120.42972 -49.50528
N2C10494 -11.285 0.367 3.31605 573.465 376.954 54.5 -120.30371 -49.36349
N2C10495 -11.297 0.600 3.39859 653.679 419.570 65.0 -122.35489 -50.31037
N2C10496 -11.557 0.592 3.31663 568.375 374.055 64.1 -122.67186 -50.25007
N2C10497 -11.316 0.623 3.47747 567.035 374.193 61.0 -122.58839 -50.25775
N2C10498 -11.307 0.594 3.51418 602.307 392.939 64.4 -122.37601 -50.14363
N2C10499 -11.373 0.659 3.63743 638.357 411.388 61.0 -122.34700 -50.20427
N2C1049 -11.188 0.654 3.05544 547.378 368.678 13.6 -121.85331 -49.96087
N2C104 -11.203 0.835 5.23008 627.095 416.455 9.9 -122.73005 -50.37970
N2C10500 -11.569 0.610 3.24003 570.646 375.187 64.3 -122.68471 -50.18578
N2C10501 -11.431 0.565 3.56466 600.337 392.280 61.6 -122.20694 -49.98886
N2C10502 -11.321 0.642 3.56812 631.164 408.185 57.2 -122.28778 -50.16021
N2C10503 -11.423 0.610 3.40330 572.545 376.460 61.9 -122.72905 -50.26962
N2C10504 -11.172 0.670 3.46035 609.505 394.942 58.9 -122.83249 -50.12182
N2C10505 -11.333 0.604 3.93156 586.734 386.181 60.6 -122.33502 -50.23647
N2C10506 -11.266 0.643 3.64817 649.653 416.981 55.2 -122.34722 -50.13587
N2C10507 -11.261 0.665 3.75804 636.396 410.861 54.4 -122.30242 -50.22076
N2C10508 -11.359 0.824 3.63700 601.730 392.911 59.3 -123.48498 -50.61152
N2C10509 -11.502 0.827 3.63219 671.046 429.355 57.6 -123.15377 -50.56011
N2C1050 -11.475 0.856 2.89860 567.831 378.817 14.5 -122.73295 -49.90910
N2C10510 -11.568 0.830 3.79387 686.254 437.568 53.4 -123.22944 -50.56696
N2C10511 -11.487 0.781 3.59896 620.679 402.928 59.3 -123.09273 -50.45303
N2C10512 -11.396 0.880 3.68725 617.165 400.119 56.0 -123.56182 -50.54211
N2C10513 -11.344 0.848 3.42099 601.147 391.917 55.0 -123.22356 -50.41216
N2C10514 -11.284 0.850 3.94376 604.836 395.718 58.3 -123.42968 -50.63006
N2C10515 -11.250 0.828 4.11892 635.652 411.481 50.1 -123.25492 -50.55947
N2C10516 -11.174 0.910 3.96369 651.313 418.990 51.7 -123.65820 -50.61684
N2C10517 -11.448 0.849 3.44066 585.393 383.432 47.4 -123.15405 -50.36424
N2C10518 -11.352 0.922 3.96043 651.013 419.994 42.6 -123.62393 -50.61432
N2C10519 -11.593 0.817 3.79763 603.992 394.691 58.7 -123.28049 -50.40162
N2C1051 -11.285 0.880 3.07233 569.671 380.483 9.5 -122.60016 -50.07195
N2C10520 -11.508 0.813 3.93008 674.387 431.608 58.1 -123.07256 -50.36117
N2C10521 -11.238 0.850 4.11663 633.871 409.964 50.4 -123.51501 -50.53580
N2C10522 -11.160 0.938 4.01234 632.865 409.564 51.0 -123.64577 -50.76793
N2C10523 -11.429 0.925 3.83387 643.301 415.027 49.0 -123.76119 -50.44069
N2C10524 -11.294 0.864 4.06320 716.980 453.227 53.0 -123.32177 -50.59443
N2C10525 -11.431 0.687 4.14705 656.399 422.863 63.4 -122.46865 -50.27767
N2C10526 -11.420 0.926 4.47603 597.840 393.025 56.7 -123.57019 -50.65179
N2C10527 -11.275 0.672 4.82136 647.516 419.871 58.6 -122.31885 -50.37458
N2C10528 -11.294 0.667 4.63262 651.893 421.603 60.8 -122.17312 -50.26850
N2C10529 -11.283 0.818 4.04826 712.456 452.560 56.7 -123.28184 -50.74370
N2C1052 -11.583 0.952 2.74062 586.504 388.082 15.7 -123.28014 -50.10203
N2C10530 -11.423 0.910 4.31692 687.697 439.878 54.5 -123.68170 -50.64579
N2C10531 -11.353 0.853 4.92049 636.408 414.583 55.3 -123.24950 -50.53717
N2C10532 -11.429 0.932 4.57497 661.340 426.688 51.6 -123.78666 -50.59864
N2C10533 -11.223 0.661 5.33830 649.711 422.011 57.8 -122.07002 -50.27250
N2C10534 -11.409 0.953 4.54072 657.260 424.577 54.5 -123.73264 -50.60772
N2C10535 -11.242 0.369 3.96571 563.529 374.009 53.5 -120.60623 -49.50728
N2C10536 -11.180 0.374 4.09464 569.688 377.940 52.6 -120.56258 -49.47799
N2C10537 -11.149 0.371 4.15642 565.379 375.659 55.3 -120.16932 -49.50847
N2C10538 -11.267 0.375 5.02773 574.178 382.047 51.5 -120.07974 -49.50038
N2C10539 -11.559 0.820 3.80483 606.093 395.695 62.6 -123.47206 -50.73898
N2C1053 -11.468 0.935 2.85450 589.366 390.251 10.2 -122.97624 -50.07972
N2C10540 -11.383 0.829 3.60902 600.861 392.387 56.0 -123.40942 -50.53373
N2C10541 -11.282 0.881 3.89337 620.624 402.450 56.7 -123.74878 -50.73213
N2C10542 -11.459 0.608 4.12593 603.019 395.134 61.1 -122.51156 -50.22134
N2C10543 -11.469 0.837 4.15386 607.580 397.715 57.4 -123.37206 -50.78128
N2C10544 -11.433 0.901 3.96172 635.064 411.545 49.2 -123.79431 -50.68149
N2C10545 -11.165 0.669 3.81914 656.907 421.105 56.2 -122.51319 -50.27111
N2C10546 -11.254 0.918 4.31167 638.959 413.490 50.3 -123.76340 -50.75702
N2C10547 -11.234 0.873 4.50605 637.591 413.046 50.1 -123.56143 -50.69655
N2C10548 -11.263 0.649 4.60826 675.972 435.021 59.3 -121.90675 -50.34834
N2C10549 -11.144 0.649 4.40137 644.355 416.489 51.2 -122.15254 -50.20018
N2C1054 -11.460 0.984 2.91982 585.915 388.082 9.5 -123.91324 -50.20305
N2C10550 -11.346 0.819 4.79947 642.336 416.617 49.5 -123.19196 -50.57915
N2C10551 -11.152 0.803 4.05413 609.216 397.944 56.9 -123.69117 -50.66945
N2C10552 -11.429 0.925 4.55427 648.488 419.863 56.6 -124.09713 -50.82990
N2C10553 -11.360 0.794 4.23395 718.795 455.574 57.9 -123.78724 -50.75886
N2C10554 -11.294 0.856 5.41155 628.027 410.888 56.4 -123.49065 -50.69602
N2C10555 -11.446 0.869 5.25601 632.875 413.105 53.4 -123.54681 -50.61707
N2C10556 -11.466 0.944 4.91959 652.542 422.688 53.4 -124.04559 -50.70592
N2C10557 -11.332 0.905 4.43849 649.508 420.270 56.4 -124.03131 -50.91476
N2C10558 -11.186 0.914 4.57858 649.326 420.500 52.5 -124.03269 -50.92904
N2C10559 -11.364 0.857 4.39632 629.134 409.376 55.2 -123.16096 -50.50903
N2C1055 -11.402 0.987 2.61957 573.537 380.590 5.9 -123.59136 -49.92200
N2C10560 -11.154 0.913 4.53565 694.457 443.964 54.0 -123.79081 -50.86809
N2C10561 -11.473 0.954 4.84559 652.565 422.602 55.6 -124.08448 -50.86177
N2C10562 -11.444 0.862 4.68430 634.379 412.479 55.1 -123.12959 -50.41307
N2C10563 -11.194 0.379 4.71543 575.849 382.444 61.7 -120.18450 -49.54710
N2C10564 -11.202 0.370 4.88150 569.888 379.608 63.7 -120.08514 -49.49038
N2C10565 -11.135 0.371 4.67353 570.354 379.457 64.5 -120.07524 -49.43942
N2C10566 -11.068 0.374 5.05446 571.256 380.590 62.2 -120.06761 -49.49950
N2C10567 -11.378 0.603 4.38396 655.181 422.592 74.0 -122.17747 -50.25190
N2C10568 -11.176 0.664 3.81493 655.775 420.500 73.2 -122.47923 -50.21410
N2C10569 -11.330 0.584 4.52903 594.707 391.863 73.7 -122.17003 -50.22360
N2C1056 -11.265 0.656 4.47071 634.242 418.338 18.5 -121.51245 -50.22087
N2C10570 -11.317 0.582 4.71343 583.195 385.809 65.5 -122.15805 -50.16556
N2C10571 -11.226 0.618 4.40341 663.126 427.346 72.3 -122.21221 -50.35139
N2C10572 -11.154 0.647 4.47435 654.035 421.431 72.3 -122.36769 -50.32268
N2C10573 -11.133 0.659 4.31228 667.854 428.219 72.6 -122.23611 -50.17809
N2C10574 -11.158 0.623 4.88066 672.649 433.384 64.0 -121.91775 -50.20777
N2C10575 -11.041 0.650 4.66984 655.251 422.824 72.7 -122.23474 -50.35581
N2C10576 -11.537 0.760 3.95323 624.297 405.679 74.4 -123.17024 -50.33959
N2C10577 -11.483 0.794 4.01929 607.452 396.771 72.2 -123.40307 -50.45318
N2C10578 -11.311 0.871 3.97990 618.081 401.137 71.2 -123.75733 -50.55973
N2C10579 -11.338 0.854 3.65263 600.232 391.706 63.9 -123.43212 -50.46477
N2C1057 -11.198 0.664 4.29018 618.104 409.348 12.8 -121.87524 -50.19280
N2C10580 -11.165 0.915 4.39438 640.295 414.319 71.9 -123.74081 -50.65722
N2C10581 -11.382 0.766 4.20893 628.483 408.958 66.4 -123.02931 -50.51578
N2C10582 -11.420 0.824 4.78194 638.180 414.223 74.6 -123.32492 -50.65871
N2C10583 -11.278 0.803 4.29375 701.591 447.491 67.2 -122.94657 -50.52541
N2C10584 -11.358 0.799 3.53724 625.958 405.118 66.7 -122.98506 -50.19612
N2C10585 -11.350 0.772 4.48694 632.010 411.302 71.7 -123.19129 -50.52063
N2C10586 -11.268 0.878 4.53206 625.969 406.850 73.7 -123.53124 -50.57088
N2C10587 -11.116 0.910 4.17014 637.302 411.772 73.4 -123.77908 -50.62586
N2C10588 -11.240 0.947 4.24916 610.314 397.633 74.1 -123.98856 -50.73283
N2C10589 -11.387 0.931 4.17909 649.238 419.477 64.8 -123.91455 -50.75714
N2C1058 -11.437 0.845 3.53004 696.155 447.934 17.9 -123.33523 -50.53142
N2C10590 -11.432 0.981 3.91011 731.742 461.520 64.5 -124.71810 -50.81787
N2C10591 -11.314 0.795 4.42807 611.830 400.801 66.7 -123.07417 -50.63119
N2C10592 -11.272 0.820 4.78599 640.420 415.676 73.2 -123.25642 -50.71548
N2C10593 -11.319 0.915 4.47310 655.606 423.975 63.9 -123.60508 -50.63171
N2C10594 -11.385 0.873 5.27127 631.371 412.535 68.7 -123.45283 -50.70060
N2C10595 -11.197 0.794 4.68864 705.853 450.245 67.3 -123.32676 -50.67907
N2C10596 -11.425 0.957 4.58874 650.412 420.841 68.2 -124.10167 -50.81605
N2C10597 -11.267 0.837 4.94108 614.435 402.901 68.0 -123.22500 -50.46556
N2C10598 -11.149 0.930 4.54785 646.892 419.398 66.5 -123.90482 -50.93488
N2C10599 -11.272 0.968 4.85462 625.039 408.253 67.8 -124.01789 -50.91976
N2C1059 -11.396 0.849 4.11022 693.928 448.410 16.5 -123.20814 -50.55652
N2C105 -11.270 0.943 4.45526 592.287 396.235 9.0 -123.23837 -50.28824
N2C10600 -11.364 0.386 2.51394 556.822 365.756 86.9 -120.89971 -49.39084
N2C10601 -11.300 0.387 2.67914 557.868 367.256 84.1 -120.59674 -49.35424
N2C10602 -11.383 0.586 3.30678 605.001 393.600 83.7 -122.52275 -50.04954
N2C10603 -11.271 0.627 3.26183 657.041 421.094 83.3 -122.42795 -50.25691
N2C10604 -11.467 0.606 3.20656 650.682 417.372 83.9 -122.28650 -50.05106
N2C10605 -11.439 0.778 3.45940 621.388 402.835 83.3 -123.26575 -50.42404
N2C10606 -11.659 0.800 3.40966 649.724 417.372 84.4 -123.26053 -50.28420
N2C10607 -11.528 0.817 3.50827 599.718 391.595 83.5 -123.21928 -50.40789
N2C10608 -11.506 0.785 3.65455 621.574 403.172 83.5 -123.64062 -50.56176
N2C10609 -11.249 0.638 3.94087 667.905 428.587 87.6 -122.41432 -50.36037
N2C1060 -11.344 0.848 4.20080 704.669 454.098 16.4 -123.43501 -50.53522
N2C10610 -11.271 0.839 3.90501 642.517 415.175 86.2 -123.68837 -50.80067
N2C10611 -11.532 0.622 4.03618 604.896 395.602 84.8 -122.77312 -50.28922
N2C10612 -11.507 0.812 3.91530 628.423 407.660 82.4 -123.75359 -50.70357
N2C10613 -11.261 0.588 4.21091 598.116 392.983 82.3 -122.27446 -50.24813
N2C10614 -11.340 0.581 3.97409 614.133 400.507 101.6 -122.33974 -50.07033
N2C10615 -11.472 0.775 3.82478 627.841 406.996 100.6 -123.50555 -50.45263
N2C10616 -11.431 0.375 2.54493 556.081 365.531 63.4 -120.80524 -49.46586
N2C10617 -11.270 0.407 2.67684 566.499 370.608 58.7 -121.05289 -49.59706
N2C10618 -11.106 0.374 2.72809 555.184 366.235 49.7 -120.58203 -49.57115
N2C10619 -11.271 0.382 3.05733 561.999 371.471 54.2 -120.33942 -49.46522
N2C1061 -11.255 0.893 4.01542 600.464 399.700 13.2 -122.89237 -50.33838
N2C10620 -11.130 0.389 2.95352 567.008 372.188 51.1 -120.59023 -49.53594
N2C10621 -11.109 0.376 3.17471 565.912 372.376 50.1 -120.47588 -49.47169
N2C10622 -11.564 0.599 2.81193 559.270 367.283 64.7 -122.79848 -50.18994
N2C10623 -11.326 0.623 2.96408 562.876 370.079 57.7 -122.59131 -50.20458
N2C10624 -11.336 0.677 2.96519 646.124 413.171 58.1 -122.49887 -50.23512
N2C10625 -11.608 0.825 3.35951 598.633 390.679 53.8 -123.09212 -50.37929
N2C10626 -11.332 0.885 3.50746 611.542 396.616 47.1 -123.34279 -50.44582
N2C10627 -11.246 0.933 3.79543 624.020 404.603 47.0 -123.40269 -50.60945
N2C10628 -11.319 0.665 3.95446 641.659 414.678 63.5 -122.51117 -50.34263
N2C10629 -11.335 0.836 3.46817 639.144 412.047 60.9 -123.54529 -50.54529
N2C1062 -11.295 0.925 3.77893 611.596 404.659 14.7 -123.48192 -50.44882
N2C10630 -11.390 0.643 4.69246 643.160 417.610 51.9 -122.10231 -50.18710
N2C10631 -11.552 0.918 3.79338 655.147 421.160 50.5 -123.71003 -50.50473
N2C10632 -11.422 0.407 2.31800 556.179 364.052 78.3 -121.33886 -49.56635
N2C10633 -11.306 0.390 2.56847 558.919 367.076 77.8 -121.12017 -49.55584
N2C10634 -11.350 0.398 2.56419 559.334 367.347 69.7 -120.99368 -49.50484
N2C10635 -11.316 0.379 2.65757 558.820 367.939 63.6 -120.70864 -49.42514
N2C10636 -11.510 0.390 2.68299 558.046 367.380 60.3 -120.67416 -49.34294
N2C10637 -11.111 0.363 2.81981 555.435 366.839 58.6 -120.31950 -49.40544
N2C10638 -11.482 0.630 2.78381 559.190 367.380 76.4 -122.90067 -50.23021
N2C10639 -11.492 0.621 2.93712 561.748 369.312 65.3 -122.72209 -50.20900
N2C1063 -11.269 0.884 4.55409 603.822 402.681 14.8 -122.86905 -50.37564
N2C10640 -11.592 0.811 2.88734 695.246 439.523 61.1 -123.29110 -50.50022
N2C10641 -11.567 0.855 3.31184 590.827 386.181 58.0 -123.36563 -50.42452
N2C10642 -11.413 0.607 3.31368 604.257 393.216 78.0 -122.65343 -50.25372
N2C10643 -11.437 0.841 3.11575 698.825 442.145 78.3 -123.60865 -50.72900
N2C10644 -11.396 0.815 3.57111 626.325 405.795 68.2 -123.37032 -50.63849
N2C10645 -11.578 0.637 2.98507 650.388 416.242 64.4 -122.64278 -50.20327
N2C10646 -11.560 0.608 3.63132 581.791 382.483 62.1 -122.48388 -50.15962
N2C10647 -11.553 0.826 3.52247 628.460 406.552 57.3 -123.45495 -50.51689
N2C10648 -10.916 0.388 5.73946 593.613 391.997 85.7 -120.29905 -49.81472
N2C10649 -11.006 0.371 4.75119 577.793 381.625 91.0 -120.27558 -49.77885
N2C1064 -11.462 0.957 3.76790 632.512 415.368 11.3 -123.66470 -50.42372
N2C10650 -11.056 0.588 5.26539 621.949 404.659 106.5 -122.57819 -50.52116
N2C10651 -11.032 0.638 4.96149 611.456 398.305 107.1 -122.70327 -50.58355
N2C10652 -11.264 0.677 5.11904 692.708 441.150 108.8 -122.36695 -50.69405
N2C10653 -11.040 0.822 5.05769 642.520 414.755 109.1 -123.68342 -50.98819
N2C10654 -11.199 0.836 4.48929 698.962 442.758 108.4 -123.57359 -50.84908
N2C10655 -11.356 0.871 4.63345 633.959 409.142 107.0 -123.75207 -50.88498
N2C10656 -11.004 0.852 4.76458 634.886 410.121 105.6 -123.53244 -50.85990
N2C10657 -11.200 0.787 4.40233 725.636 456.821 106.1 -123.68940 -50.98166
N2C10658 -11.378 0.851 5.19704 638.571 413.013 108.6 -123.53690 -50.96984
N2C10659 -11.012 0.926 4.78500 640.997 413.258 109.0 -123.89803 -51.05274
N2C1065 -11.341 0.980 3.52949 634.566 415.864 16.2 -123.85177 -50.52574
N2C10660 -11.223 0.908 5.08524 663.729 426.155 107.6 -123.81819 -50.99037
N2C10661 -11.277 0.918 5.02127 660.462 424.425 102.9 -123.81870 -51.05008
N2C10662 -11.224 0.779 5.20321 690.199 441.368 98.1 -123.11835 -50.93331
N2C10663 -11.089 0.855 5.15515 659.795 425.484 97.0 -123.82903 -51.08299
N2C10664 -11.161 0.906 5.93031 667.357 431.188 98.0 -123.72070 -51.15271
N2C10665 -11.215 0.883 5.77439 684.428 439.533 96.9 -123.50740 -51.05225
N2C10666 -11.382 0.915 5.50710 668.519 430.840 99.1 -123.96515 -51.14939
N2C10667 -11.261 0.391 2.95124 578.860 377.635 103.8 -121.01171 -49.69708
N2C10668 -11.284 0.367 2.86080 566.196 370.309 102.7 -120.95722 -49.67895
N2C10669 -11.168 0.351 3.11937 569.523 373.406 105.8 -120.55517 -49.62841
N2C1066 -11.260 0.990 3.40706 666.439 432.436 13.2 -123.86305 -50.55626
N2C10670 -11.473 0.347 3.15292 571.794 374.828 104.4 -120.51098 -49.59703
N2C10671 -11.290 0.362 3.19383 569.764 373.843 110.1 -120.58547 -49.65570
N2C10672 -11.200 0.486 3.66208 636.404 409.471 103.9 -122.47129 -50.41258
N2C10673 -11.200 0.541 3.65330 653.860 418.759 103.1 -122.12713 -50.34567
N2C10674 -11.293 0.551 3.66562 657.656 420.841 103.7 -122.18173 -50.35472
N2C10675 -11.343 0.639 3.51367 678.696 431.442 103.0 -122.36402 -50.52164
N2C10676 -11.155 0.483 3.78111 634.351 408.827 105.3 -122.36571 -50.38767
N2C10677 -10.388 0.493 3.80894 586.465 386.653 105.3 -122.06583 -50.48181
N2C10678 -11.265 0.523 3.96761 621.269 402.636 106.3 -122.22748 -50.32043
N2C10679 -11.287 0.768 4.07056 633.458 409.233 105.9 -123.44650 -50.91438
N2C1067 -11.475 0.982 3.82492 618.649 408.193 5.6 -123.94403 -50.27803
N2C10680 -11.333 0.766 3.88519 627.145 405.184 107.3 -123.38598 -50.81627
N2C10681 -11.229 0.755 4.14300 622.837 403.894 109.2 -123.15652 -50.76703
N2C10682 -11.442 0.759 4.23020 635.753 410.943 108.3 -123.11768 -50.74402
N2C10683 -11.340 0.741 3.63956 717.532 452.121 103.9 -123.33495 -50.88691
N2C10684 -10.132 -0.286 3.75675 614.916 401.151 102.9 -122.54618 -50.16823
N2C10685 -11.359 0.871 3.90415 621.253 402.321 104.4 -123.53115 -50.87862
N2C10686 -11.494 0.743 4.40390 636.793 412.109 107.1 -122.93691 -50.63622
N2C10687 -11.297 0.769 3.81492 716.060 451.367 105.9 -123.64650 -50.99316
N2C10688 -11.367 0.799 3.95741 619.328 400.932 105.1 -123.56863 -50.81982
N2C10689 -11.249 0.642 4.18422 684.096 435.701 101.6 -122.47321 -50.59681
N2C1068 -11.280 0.842 4.23789 699.492 451.629 11.3 -123.23949 -50.56900
N2C10690 -11.279 0.768 4.04514 719.759 453.938 102.8 -123.48944 -50.91567
N2C10691 -11.370 0.877 4.41810 647.474 417.113 102.2 -123.78794 -51.03210
N2C10692 -11.288 0.793 4.55620 629.053 407.839 98.1 -123.22971 -50.66345
N2C10693 -11.204 0.626 4.27434 680.046 434.180 116.5 -122.32933 -50.60989
N2C10694 -11.443 0.551 5.16445 606.153 397.633 112.1 -122.30156 -50.52506
N2C10695 -11.291 0.757 4.19691 617.916 401.429 117.3 -123.30987 -50.72346
N2C10696 -11.447 0.755 4.37246 720.485 455.694 113.2 -123.28245 -50.92156
N2C10697 -11.357 0.753 4.40620 718.108 454.520 115.2 -123.26148 -50.90840
N2C10698 -11.390 0.790 4.96531 650.025 420.213 113.5 -123.42686 -51.03095
N2C10699 -11.368 0.847 4.47360 633.325 410.193 111.7 -123.65949 -51.02376
N2C1069 -11.263 0.939 3.33401 590.832 392.335 10.6 -123.38934 -50.27906
N2C106 -11.398 0.949 4.34400 638.041 419.994 8.4 -123.53391 -50.18167
N2C10700 -11.301 0.792 4.43596 628.149 407.317 112.3 -123.21256 -50.76334
N2C10701 -11.244 0.861 4.60181 648.167 418.338 112.1 -123.54092 -51.00395
N2C10702 -11.310 0.416 3.10440 581.456 377.764 96.2 -121.24617 -49.80486
N2C10703 -11.028 0.369 3.29381 576.402 375.954 92.5 -120.83299 -49.67069
N2C10704 -11.009 0.392 3.17254 571.217 372.729 82.9 -120.93890 -49.70827
N2C10705 -11.238 0.372 3.19543 571.734 373.201 89.7 -120.82167 -49.68439
N2C10706 -11.276 0.369 3.50002 574.495 375.770 92.7 -120.60922 -49.75661
N2C10707 -11.382 0.592 3.88056 658.952 420.403 96.8 -122.46982 -50.39538
N2C10708 -11.234 0.583 4.12130 619.935 400.801 95.9 -122.54926 -50.39876
N2C10709 -11.242 0.667 4.12511 680.677 432.711 93.7 -122.22350 -50.37909
N2C1070 -11.234 0.973 3.30021 646.626 421.650 14.0 -123.69139 -50.41095
N2C10710 -11.016 0.627 3.81875 645.810 413.171 92.4 -122.42304 -50.34015
N2C10711 -11.274 0.792 4.47916 648.573 416.889 96.4 -123.26175 -50.70804
N2C10712 -11.029 0.821 4.37926 632.664 408.000 93.2 -123.39399 -50.76036
N2C10713 -11.342 0.870 4.41836 636.451 410.240 95.5 -123.48744 -50.80193
N2C10714 -11.375 0.810 4.72099 637.177 411.481 94.0 -123.19493 -50.73941
N2C10715 -11.116 0.677 4.93110 660.980 425.239 91.4 -122.48825 -50.61571
N2C10716 -11.223 0.652 5.06755 649.870 419.895 87.3 -122.23882 -50.62977
N2C10717 -11.154 0.755 4.91357 623.424 406.086 90.0 -123.20280 -50.73983
N2C10718 -11.137 0.748 4.81939 727.237 459.983 88.4 -123.16939 -50.90778
N2C10719 -11.230 0.831 5.14417 663.042 427.279 89.3 -123.56547 -50.88245
N2C1071 -11.285 0.989 3.35645 592.925 393.344 8.6 -123.99140 -50.30053
N2C10720 -11.014 0.355 5.72442 583.120 386.117 84.6 -120.06010 -49.65120
N2C10721 -11.132 0.821 5.17987 634.748 411.905 90.2 -123.44062 -50.87727
N2C10722 -11.210 0.795 5.22581 727.285 460.598 87.6 -123.56399 -51.12333
N2C10723 -11.214 0.900 5.45681 648.283 419.729 87.9 -123.79680 -51.04348
N2C10724 -11.201 0.427 2.84064 576.421 375.168 94.6 -121.46793 -49.84874
N2C10725 -11.269 0.377 2.81634 564.461 368.898 95.0 -121.00765 -49.70927
N2C10726 -11.238 0.364 3.07596 569.902 373.061 89.2 -120.70759 -49.57637
N2C10727 -11.279 0.502 3.11144 624.682 401.584 96.3 -122.46415 -50.33931
N2C10728 -11.358 0.549 3.09070 644.900 412.268 98.2 -122.16399 -50.26208
N2C10729 -11.252 0.699 3.53534 610.804 395.823 96.2 -122.86661 -50.50710
N2C1072 -11.141 0.643 4.31640 561.007 380.055 14.4 -121.73008 -50.33671
N2C10730 -11.223 0.693 3.59367 612.421 396.878 92.6 -122.74824 -50.45741
N2C10731 -11.342 0.750 3.66865 614.351 398.189 89.6 -122.99687 -50.57749
N2C10732 -11.222 0.495 3.51010 633.194 406.957 99.1 -122.65858 -50.35766
N2C10733 -11.196 0.526 3.82110 621.161 401.640 91.8 -122.33517 -50.24053
N2C10734 -11.285 0.747 3.93647 630.338 406.850 89.1 -123.25225 -50.64068
N2C10735 -11.472 0.755 3.95430 625.601 403.470 95.8 -123.00579 -50.49992
N2C10736 -11.093 0.857 3.92171 616.745 398.266 99.9 -123.14579 -50.51420
N2C10737 -11.154 0.817 5.01361 659.401 424.723 93.7 -123.47784 -50.77319
N2C10738 -10.021 -0.763 5.81181 667.339 434.442 55.7 -122.33230 -51.35270
N2C10739 -9.925 -0.238 9.24261 658.778 434.589 57.6 -122.00337 -51.82380
N2C1073 -11.084 0.687 4.12613 617.003 408.787 10.9 -121.61326 -50.20617
N2C10740 -9.988 -0.754 5.96053 677.005 439.822 55.0 -122.50173 -51.35439
N2C10741 -9.978 -0.751 6.20263 683.923 443.853 58.0 -122.62219 -51.41856
N2C10742 -9.914 -0.197 9.62327 696.167 454.502 57.0 -122.47300 -51.94627
N2C10748 -9.833 -0.237 9.43856 699.125 455.846 60.2 -122.55744 -51.99251
N2C10744 -10.175 -0.864 4.61581 616.460 405.503 55.0 -121.55547 -50.82872
N2C10745 -9.758 -0.312 6.33515 618.885 409.233 51.4 -119.28059 -50.56243
N2C10746 -10.157 -0.833 5.09417 649.623 423.993 58.4 -121.89620 -51.06159
N2C10747 -10.142 -0.868 5.18519 661.198 430.217 60.5 -121.96114 -51.07685
N2C10748 -9.730 -0.317 7.35679 621.660 411.905 54.7 -119.07203 -50.44960
N2C10749 -9.711 -0.250 7.55719 621.235 411.905 55.9 -119.21351 -50.49531
N2C1074 -11.127 0.649 4.87735 622.275 413.013 10.9 -121.54158 -50.13325
N2C10750 -9.946 -0.183 7.90275 672.496 439.701 58.1 -121.00689 -51.42266
N2C10751 -9.767 -0.029 6.79110 617.894 409.540 58.6 -119.37730 -50.84261
N2C10752 -10.054 -0.266 3.44862 578.105 382.351 48.3 -119.17127 -50.20122
N2C10753 -10.188 -1.273 3.64988 664.090 428.471 61.5 -120.48738 -50.17730
N2C10754 -9.943 -0.830 6.60191 692.891 448.410 57.2 -121.72134 -51.32002
N2C10755 -10.230 -1.088 4.40255 621.500 408.084 62.5 -121.60020 -50.70924
N2C10756 -9.892 -0.873 5.88126 674.944 438.369 57.8 -121.54847 -51.13614
N2C10757 -9.915 -0.797 6.80101 678.548 442.021 61.1 -122.21549 -51.54450
N2C10758 -10.144 -1.260 3.89474 666.907 430.503 63.2 -120.37894 -50.07114
N2C10759 -10.182 -1.043 4.90857 635.289 416.269 64.2 -121.54196 -50.64907
N2C1075 -11.202 0.644 5.63930 631.081 418.890 7.2 -121.44401 -50.05119
N2C10760 -10.181 -1.336 4.19308 612.663 402.901 64.0 -121.01498 -50.38184
N2C10761 -9.802 -0.865 6.26042 695.029 449.172 63.5 -121.43272 -51.09534
N2C10762 -9.903 -0.785 6.79318 708.683 456.952 60.9 -121.69580 -51.25207
N2C10763 -9.829 -0.794 6.78175 683.887 444.570 59.9 -122.36302 -51.50276
N2C10764 -9.940 -0.827 7.14293 684.857 445.409 59.0 -122.30259 -51.49857
N2C10765 -9.879 -0.753 6.66881 690.439 448.068 59.6 -122.24318 -51.49650
N2C10766 -9.885 -0.866 6.47350 683.837 444.276 59.5 -121.96138 -51.34793
N2C10767 -10.170 -1.111 4.64974 628.007 411.938 66.2 -121.02673 -50.35414
N2C10768 -9.900 -0.828 6.65990 685.144 445.032 64.0 -121.90896 -51.24745
N2C10769 -9.809 -1.267 3.60712 672.972 432.584 75.0 -120.97533 -50.50726
N2C1076 -11.429 0.953 3.66789 587.183 391.393 15.6 -123.45326 -50.45955
